Date,Price
22/08/2017,"1,342.19"
21/08/2017,"1,331.25"
18/08/2017,"1,337.89"
17/08/2017,"1,338.89"
16/08/2017,"1,331.85"
15/08/2017,"1,324.99"
14/08/2017,"1,305.46"
11/8/2017,"1,308.04"
10/8/2017,"1,324.24"
9/8/2017,"1,319.27"
8/8/2017,"1,320.15"
7/8/2017,"1,325.24"
4/8/2017,"1,320.84"
3/8/2017,"1,319.15"
2/8/2017,"1,316.75"
1/8/2017,"1,329.24"
31/07/2017,"1,309.87"
28/07/2017,"1,313.03"
27/07/2017,"1,317.88"
26/07/2017,"1,309.01"
25/07/2017,"1,307.72"
24/07/2017,"1,299.22"
21/07/2017,"1,305.37"
20/07/2017,"1,304.71"
19/07/2017,"1,313.63"
18/07/2017,"1,299.76"
17/07/2017,"1,294.47"
14/07/2017,"1,294.03"
13/07/2017,"1,280.50"
12/7/2017,"1,264.33"
11/7/2017,"1,287.61"
10/7/2017,"1,300.35"
7/7/2017,"1,302.48"
6/7/2017,"1,308.94"
5/7/2017,"1,305.71"
4/7/2017,"1,321.34"
3/7/2017,"1,298.04"
30/06/2017,"1,311.40"
29/06/2017,"1,351.41"
28/06/2017,"1,370.87"
27/06/2017,"1,367.68"
26/06/2017,"1,373.23"
23/06/2017,"1,378.90"
22/06/2017,"1,384.17"
21/06/2017,"1,396.96"
20/06/2017,"1,415.97"
19/06/2017,"1,446.70"
16/06/2017,"1,437.38"
15/06/2017,"1,426.51"
14/06/2017,"1,423.20"
13/06/2017,"1,409.29"
9/6/2017,"1,378.28"
8/6/2017,"1,384.43"
7/6/2017,"1,392.01"
6/6/2017,"1,398.30"
5/6/2017,"1,423.12"
2/6/2017,"1,422.35"
1/6/2017,"1,413.16"
31/05/2017,"1,400.08"
30/05/2017,"1,387.13"
29/05/2017,"1,395.80"
26/05/2017,"1,401.92"
25/05/2017,"1,396.49"
24/05/2017,"1,391.45"
23/05/2017,"1,384.50"
22/05/2017,"1,385.07"
19/05/2017,"1,372.76"
18/05/2017,"1,370.27"
17/05/2017,"1,379.51"
16/05/2017,"1,396.57"
15/05/2017,"1,390.09"
12/5/2017,"1,400.74"
11/5/2017,"1,415.27"
10/5/2017,"1,419.03"
9/5/2017,"1,410.45"
